"","yacht design","year","url","name","crew","r1","r2","r3","r4","r5","r6","r7","r8","total","boat","sail","bow","club","place","skipper"
"857","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Ian Robinson / Tim Banks / Simona Pasqua",24,30,49,28,31,39,30,NA,182,"Nemesis  (Corinthian)","USA 1307",NA,NA,NA,"Jeff Nehms  / Ian Robinson / Tim Banks"
"858","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Lara Dallman-Weiss / Danielle Septembre / Sam Meyers",54,23,30,37,26,26,42,NA,184,"The Martian  (Corinthian)","USA 1232",NA,NA,NA,"Marvin Beckmann  / Lara Dallman-Weiss / Danielle Septembre"
"859","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Chris Lefferdink / Mark Andrews",11,43,22,31,45,38,59,NA,190,"Lucky","USA 1355",NA,NA,NA,"Bryon Ehrhart  / Chris Lefferdink"
"860","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Ben Cooper / Neil Harrison",48,32,32,30,39,42,35,NA,210,"USA 1266","USA 1266",NA,NA,NA,"Peter Rogers  / Ben Cooper"
"861","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Scott Kulp / Ched Proctor",52,35,41,40,35,44,17,NA,212,"1310","USA 1310",NA,NA,NA,"John Podmajersky  / Scott Kulp"
"862","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Eliot Caple / Ben Wilkenson",41,15,35,50,47,31,46,NA,215,"Blue Skies  (Corinthian)","USA 1233",NA,NA,NA,"Martin Kiely  / Eliot Caple"
"863","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Mike Hren / Breck McFarlane",51,9,48,36,43,43,41,NA,220,"RAIN  (Corinthian)","CAN 1247",NA,NA,NA,"Allan Leibel  / Mike Hren"
"864","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Kim Ridge / Mark Lees",36,34,23,51,52,48,28,NA,220,"China Wight","GBR 1417",NA,NA,NA,"Nick Stagg  / Kim Ridge"
"865","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Schuyler Needham / Peter Needham",23,50,53,26,50,37,36,NA,222,"Bad Martha  (Corinthian)","USA 1195",NA,NA,NA,"Connor Needham  / Schuyler Needham"
"866","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Nick Morrell / Bill Mauk",38,36,33,32,53,50,47,NA,236,"Something Good  (Corinthian)","USA 928",NA,NA,NA,"Peter Hall  / Nick Morrell"
"867","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Charles Lalumiere / Chaz MacBain",44,53,39,38,33,56,31,NA,238,"Playmaker  (Corinthian)","USA 1260",NA,NA,NA,"Alan Kelly  / Charles Lalumiere"
"868","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Mark Toso /  Ralph Carpenter",27,44,44,34,55,51,40,NA,240,"Crapshoot  (Corinthian)","USA 1111",NA,NA,NA,"Patricia Stadel  / Mark Toso"
"869","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Alex Baker / Bryan Milne",30,51,38,41,54,41,51,NA,252,"Southern Etchells   (Corinthian)","CAN 993",NA,NA,NA,"Jerry Wendt  / Alex Baker"
"870","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Peter Norman / Ross Romney",18,59,50,52,42,49,48,NA,259,"Press Gang  (Corinthian)","CAN 1072",NA,NA,NA,"Roland van Hazel  / Peter Norman"
"871","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Pete Levesque / Micah Reyes",45,49,46,54,41,28,50,NA,259,"Indefinitely","USA 1103",NA,NA,NA,"Todd/Matt Lalumiere  / Pete Levesque"
"872","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Jack Walsh / Stuart deLisser",14,47,52,53,49,47,59,NA,262,"Lakota","USA 1224",NA,NA,NA,"Peter Sulick  / Jack Walsh"
"873","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","David Bannister / Maria Risi / Robert Hurst / Gabriele Armstrong",40,52,45,33,48,55,45,NA,263,"Jeremiah  (Corinthian)","USA 1202",NA,NA,NA,"Jonah Pruitt  / David Bannister / Maria Risi / Robert Hurst"
"874","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Jed Lee / Chris Clark",53,46,40,55,46,46,34,NA,265,"Athena","USA 1282",NA,NA,NA,"John Donnelly  / Jed Lee"
"875","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Jack Sustronk / Phil Jager",59,59,59,45,29,52,59,NA,303,"3 Blind Mice  (Corinthian)","CAN 1379",NA,NA,NA,"Paul Sustronk  / Jack Sustronk"
"876","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Mark Mueller / Jeff Craig",59,59,59,56,56,54,49,NA,333,"USA 1087  (Corinthian)","USA 1087",NA,NA,NA,"John Shanahan  / Mark Mueller"
"877","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Fred Strammer / John Harford / Nicole Popp",9,14,43,24,11,3,13,NA,74,"USA 1280","USA 1280",NA,NA,NA,"Craig Mense  / Fred Strammer / John Harford"
"878","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Scott Mason / Robert Kinney",12,2,47,14,19,10,27,NA,84,"Viva","USA 1429",NA,NA,NA,"Don Jesberg  / Scott Mason"
"879","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Senet Bischoff  / Clay Bischoff",6,20,12,29,9,20,19,NA,86,"KGB","USA 1349",NA,NA,NA,"Ben Kinney / Senet Bischoff "
"880","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Eric Lawrence / Dalton Tebo",42,37,16,4,15,35,12,NA,119,"Annie","USA 1388",NA,NA,NA,"Gary Gilbert  / Eric Lawrence"
"881","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Gerri Whitley / Tom Dawson / Teresa Benjamin",4,42,37,48,23,14,38,NA,158,"Ninkasi","USA 1126",NA,NA,NA,"Richard Kaiser  / Gerri Whitley / Tom Dawson"
"882","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Scott MacLeod / Michael Guerriero",46,38,8,43,36,30,22,NA,177,"American Baby","USA 1394",NA,NA,NA,"George Francisco  / Scott MacLeod"
"883","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Ian Robinson / Tim Banks / Simona Pasqua",24,30,49,28,31,39,30,NA,182,"Nemesis","USA 1307",NA,NA,NA,"Jeff Nehms  / Ian Robinson / Tim Banks"
"884","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Lara Dallman-Weiss / Danielle Septembre / Sam Meyers",54,23,30,37,26,26,42,NA,184,"The Martian","USA 1232",NA,NA,NA,"Marvin Beckmann  / Lara Dallman-Weiss / Danielle Septembre"
"885","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Eliot Caple / Ben Wilkenson",41,15,35,50,47,31,46,NA,215,"Blue Skies","USA 1233",NA,NA,NA,"Martin Kiely  / Eliot Caple"
"886","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Mike Hren / Breck McFarlane",51,9,48,36,43,43,41,NA,220,"RAIN","CAN 1247",NA,NA,NA,"Allan Leibel  / Mike Hren"
"887","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Schuyler Needham / Peter Needham",23,50,53,26,50,37,36,NA,222,"Bad Martha","USA 1195",NA,NA,NA,"Connor Needham  / Schuyler Needham"
"888","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Nick Morrell / Bill Mauk",38,36,33,32,53,50,47,NA,236,"Something Good","USA 928",NA,NA,NA,"Peter Hall  / Nick Morrell"
"889","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Charles Lalumiere / Chaz MacBain",44,53,39,38,33,56,31,NA,238,"Playmaker","USA 1260",NA,NA,NA,"Alan Kelly  / Charles Lalumiere"
"890","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Mark Toso /  Ralph Carpenter",27,44,44,34,55,51,40,NA,240,"Crapshoot","USA 1111",NA,NA,NA,"Patricia Stadel  / Mark Toso"
"891","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Alex Baker / Bryan Milne",30,51,38,41,54,41,51,NA,252,"Southern Etchells","CAN 993",NA,NA,NA,"Jerry Wendt  / Alex Baker"
"892","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Peter Norman / Ross Romney",18,59,50,52,42,49,48,NA,259,"Press Gang","CAN 1072",NA,NA,NA,"Roland van Hazel  / Peter Norman"
"893","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","David Bannister / Maria Risi / Robert Hurst / Gabriele Armstrong",40,52,45,33,48,55,45,NA,263,"Jeremiah","USA 1202",NA,NA,NA,"Jonah Pruitt  / David Bannister / Maria Risi / Robert Hurst"
"894","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Jack Sustronk / Phil Jager",59,59,59,45,29,52,59,NA,303,"3 Blind Mice","CAN 1379",NA,NA,NA,"Paul Sustronk  / Jack Sustronk"
"895","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1447","Miami Mid-Winters","Mark Mueller / Jeff Craig",59,59,59,56,56,54,49,NA,333,"USA 1087","USA 1087",NA,NA,NA,"John Shanahan  / Mark Mueller"
"896","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,2,11,1,2,1,1,1,2,10,"Terrapin","USA 1228",NA,NA,NA,"Steve Benjamin"
"897","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,5,2,13,10,12,2,2,10,43,"La Tormenta","USA 1415",NA,NA,NA,"Shannon Bush"
"898","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,7,9,6,6,5,10,5,6,44,"Lion heart","USA 1200",NA,NA,NA,"Steve Girling"
"899","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,4,18,10,1,3,14,8,12,52,"Aretas","USA 1372",NA,NA,NA,"Jon McClean"
"900","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,19,13,7,5,2,7,14,4,52,"Lifted","USA 1408",NA,NA,NA,"Jim Cunningham"
"901","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,13,8,4,19,17,4,7,1,54,"America Jane II","USA 1198",NA,NA,NA,"Scott Kaufman"
"902","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,1,6,19,7,10,12,30,13,68,"GBR 1424","GBR 1424",NA,NA,NA,"Barry Parkin"
"903","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,21,5,16,8,13,8,13,5,68,"The Martian","USA 1378",NA,NA,NA,"Marvin Beckmann"
"904","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,8,21,3,17,7,19,15,3,72,"USA 1300","USA 1300",NA,NA,NA,"Jim Lampman"
"905","Etchells FL20",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,3,7,11,12,14,21,6,22,74,"Victory","USA 1373",NA,NA,NA,"Buddy Cribb"
"906","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,10,12,14,16,18,5,4,15,76,"Rebel Rebel","USA 1419",NA,NA,NA,"John Hele"
"907","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,6,20,12,13,9,17,12,7,76,"American Baby","USA 1394",NA,NA,NA,"George Francisco"
"908","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,14,1,8,11,21,6,19,18,77,"Mahalo","USA 1099",NA,NA,NA,"Charles Kenahan"
"909","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,16,10,30,30,6,13,3,9,87,"USA 1375","USA 1375",NA,NA,NA,"Argyle Campbell"
"910","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,11,24,5,15,22,9,11,16,89,"Annie","USA 1388",NA,NA,NA,"Gary Gilbert"
"911","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,22,3,2,30,4,3,30,30,94,"USA 1185","USA 1185",NA,NA,NA,"Tomas Hornos"
"912","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,23,28,27,9,11,11,10,8,99,"Viva","USA 1429",NA,NA,NA,"Don Jesberg"
"913","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,12,14,18,18,8,18,16,21,104,"Viento","USA 1363",NA,NA,NA,"Michael Goldfarb"
"914","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,26,17,25,4,15,15,9,20,105,"Cruel Jane","NZL 1381",NA,NA,NA,"Lorne Leibel"
"915","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,17,4,21,21,19,23,17,11,110,"Arctur","UKR 1297",NA,NA,NA,"Vasyl Gureyev"
"916","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,9,15,17,3,23,16,30,30,113,"Caramba","USA 1405",NA,NA,NA,"Jose Fuentes"
"917","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,18,16,9,14,24,24,20,17,118,"Southern Etchells","CAN 993",NA,NA,NA,"Jerry Wendt"
"918","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,25,19,23,20,16,22,21,30,146,"USA 1371","USA 1371",NA,NA,NA,"Ken Womack"
"919","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,24,25,28,22,26,20,18,14,149,"Nemesis","USA 1307",NA,NA,NA,"Jeff Nehms"
"920","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,27,23,15,23,27,25,22,19,154,"Athena","USA 1282",NA,NA,NA,"John Donnelly"
"921","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,20,26,20,25,20,26,30,23,160,"USA 1266","USA 1266",NA,NA,NA,"Thomas Abrey"
"922","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,15,27,22,24,25,27,23,26,162,"Jeremiah","USA 1202",NA,NA,NA,"Jonah Pruitt"
"923","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,28,22,24,26,28,30,30,24,182,"Crapshoot","USA 1111",NA,NA,NA,"Patricia Stadel"
"924","Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1640","Coral Reef Cup",NA,29,29,26,27,29,28,30,25,193,"Morena Linda","BRA 1284",NA,NA,NA,"Maurcio Verdier"
"925",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,4,1,5,NA,5,NA,NA,NA,15,"America Jane II","USA 1198","98",NA,1,"Scott Kaufman"
"926",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,3,2,NA,5,9,NA,NA,NA,19,"USA 1375","USA 1375","75",NA,2,"Argyle Campbell"
"927",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,7,3,NA,3,19,NA,NA,NA,32,"Elizabeth","USA 1411","41",NA,3,"Thomas Carruthers"
"928",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,5,16,NA,8,3,NA,NA,NA,32,"Blackadder","CAN 1327","27",NA,4,"Andrew Cumming"
"929",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,2,NA,23,4,4,NA,NA,NA,33,"Skanky Gene","USA 1414","34",NA,5,"Jay Cross"
"930",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,14,9,4,NA,6,NA,NA,NA,33,"KGB","USA 1349","49",NA,6,"Bischoff/Kinney"
"931",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,1,NA,6,7,22,NA,NA,NA,36,"EFYRA 3","GRE 1368","36",NA,7,"George Andreadis"
"932",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,8,11,11,9,NA,NA,NA,NA,39,"Rebel","USA 1419","19",NA,9,"John Hele"
"933",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,13,NA,15,1,13,NA,NA,NA,42,"USA 1372","USA 1372","72",NA,10,"Dieball/McClean"
"934",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,15,NA,16,13,1,NA,NA,NA,45,"Clean Execution","USA 1305","30",NA,11,"Michael Gavin"
"935",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,12,NA,10,10,14,NA,NA,NA,46,"The Martian","USA 1378","78",NA,13,"Marvin Beckmann"
"936",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,17,14,2,14,NA,NA,NA,NA,47,"Arethusa","USA 1376","76",NA,15,"Phil Lotz"
"937",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,10,NA,7,15,17,NA,NA,NA,49,"Natasha","USA 1012","12",NA,16,"Ted Hardenbergh"
"938",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,16,7,8,NA,24,NA,NA,NA,55,"USA 1185","USA 1185","85",NA,17,"Mills/Keyworth/Griman/Septembre"
"939",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,11,29,1,18,NA,NA,NA,NA,59,"USA 1300","USA 1300","13",NA,18,"Ernie Pomerleau"
"940",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,27,4,25,11,NA,NA,NA,NA,67,"Scimitar","USA 1262","62",NA,20,"Stephen Benjamin"
"941",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,29,12,NA,6,21,NA,NA,NA,68,"USA 1310","USA 1310","10",NA,21,"John Podmajersky"
"942",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,9,8,28,32,NA,NA,NA,NA,77,"USA 1225","USA 1225","25",NA,22,"Tom Lihan"
"943",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,6,NA,9,31,32,NA,NA,NA,78,"Mahalaga","USA 1168","68",NA,23,"Peter Vessella"
"944",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,20,15,24,27,NA,NA,NA,NA,86,"Lifted","USA 1408","08",NA,26,"Jim Cunningham"
"945",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,32,NA,21,29,10,NA,NA,NA,92,"Nemesis","USA 1307","07",NA,27,"Jeff Nehms"
"946",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,19,NA,30,17,26,NA,NA,NA,92,"Swedish Blue","HKG 1333","33",NA,28,"Ante Razmilovic"
"947",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,30,25,18,19,NA,NA,NA,NA,92,"Entourage","USA 1063","63",NA,29,"John Amendola"
"948",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,39,NA,17,30,7,NA,NA,NA,93,"Ninkasi","USA 1126","26",NA,30,"Rick Kaiser"
"949",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,21,24,32,34,NA,NA,NA,NA,111,"Caramba","USA 1405","05",NA,32,"Jose Fuentes"
"950",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,35,34,NA,36,8,NA,NA,NA,113,"Firefly","USA 944","44",NA,33,"Meredith Carroll"
"951",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,24,26,NA,25,38,NA,NA,NA,113,"USA 1266","USA 1266","66",NA,34,"Rob Goddard"
"952",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,37,27,22,NA,33,NA,NA,NA,119,"Lucky","USA 1355","55",NA,36,"Bryon Ehrhart"
"953",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,28,32,29,NA,30,NA,NA,NA,119,"Vertigo","USA 1055","15",NA,37,"Chris Lanza"
"954",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,31,37,35,NA,29,NA,NA,NA,132,"Hat Trick","USA 1328","28",NA,38,"Toso/Naylon"
"955",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,38,NA,40,33,25,NA,NA,NA,136,"Annie","USA 1388","88",NA,39,"Gary Gilbert"
"956",NA,2015,"http://www.etchellsfleet20.org/results/2015/2015Piana.html","Piana Cup (2014)",NA,33,39,NA,42,27,NA,NA,NA,141,"Mad Martha","USA 1195","95",NA,40,"Connor Meedham"
