"","bow","sail number","yacht name","yacht design","skipper/crew","race1","race2","race3","race4","race5","to","total","year","url","name","race6","race7","race8","owner/skipper","place","#","other #","boat name","owner","race 1","race 2","race 3","race 4","race 5","race 6","bow #","sail #","race 7","pos","bow/sail","boat","skipper","1","2","3","4","totalpoints","race 8","sail#","bow#","r1","r2","r3","r4","r5","r6","throwouttotal pts","crew","club","5","6","7","8","race 1 pts","race 2 pts","total points","pts","from","ttl","pl.","total
points","total
 points","throwout total pts","r 1","r 2","r 3","r 4","r 5","r 6","r 7","r 8"
"3102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"4","85","USA 1285","One and In","Bruce Golison / Steve Flam","10","2","7","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"5","08","USA 1308","Fresh Guidance II","Simon Williams","6","13","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"6","09","USA 1309","Victory","Buddy Cribb","1","6","17","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"7","33","USA 1233","Phoenix","Chuck Coyer","8","15","4","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"8","66","USA 1266","Mr. Snatch","Peter Duncan","29","3","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"9","32","USA 1232","Keep Smiling","Marvin Beckmann","7","18","12","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"10","28","USA 928","Rhumb Line","Bill Mauk / TBD","13","17","13","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"11","00","USA 1300","USA 1300","Ernie Pomerleau / Mike Dressell","15","19","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"12","68","USA 1168","Mahalaga","Peter Vessella","18","20","21","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"13","21","USA 1221","Riva","Wade Edwards","11","10","18","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"14","27","USA 1207","Mr. Wilson","Jeff Padnos","9","41","16","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"15","20","USA 1220","USA 1220","Sam Barron-Fox / Hugh Jones","2","26","42","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"16","96","USA 1296","USA 1296","Jeffrey Siegal","31","7","3","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"17","50","USA 1350","Gone…Gray","Bruce Burton","12","9","34","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"18","25","USA 1341","USA 1341","Chuck Poindexter","25","23","20","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"19","02","USA 1202","Pipe Dream 12","Scott Piper","45","22","24","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"20","10","USA 1310","Sting Wray","Robert Wray","16","30","27","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"21","35","USA 1098","Lone Star","Gary Ross / Mike McCann","32","8","28","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"22","16","CAN 1355","Cruel Jane","Hank Lammons","27","66 ocs","8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"23","12","USA 1212","Carina","Steve Girling","43","39","9","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"24","59","USA 1259","Champagne III","John Ulbrich","24","11","14","66 dnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"25","19","USA 1209","Tithonus","Dave Smalley","34","14","41","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"124","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"26","11","USA 1100","USA 1100","Tim Keyworth","36","50","25","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"27","56","USA 1108","Extra Spicey","Paul Koeller","23","32","22","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"28","76","USA 1076","USA 1076","Ray Harrington","30","54","19","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"29","61","USA 1261","Pied Piper","Henry Chau / Ed Cabassa","21","36","31","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"30","14","USA 1185","USA 1185","Robert Allardice","33","24","38","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"31","06","USA 1306","Wiki Wiki","Tom Hughes","22","33","36","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"32","26","USA 1126","Ninkasi","Rick Kaiser","19","16","54","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"33","44","USA1008","USA1008","Mike Goldfarb","66 ocs","21","23","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"34","15","USA 1105","Chemical Imbalance","Robert Hitchcock","14","49","52","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"35","38","USA 1238","Annie","Gary Gilbert","17","31","48","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"36","62","CAN 1362","Sagara","Tony Young","20","5","66 ocs","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"37","69","USA 1069","Mischief","Betsy Altman","28","25","49","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"142","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"38","80","USA 1280","Glucklich","Aaron Houston","66 dsq","38","15","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"156","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"39","52","GBR 1252","Tinker","Alex Lacy","26","34","43","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"157","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"40","82","USA 1182","Apple Knockers","Mark Flekenstein","37","42","29","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"41","86","USA 1086","""Mom, can we keep her""","Andrew Connell","53","40","39","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"42","04","USA 1304","Encore","Ralph Hertz","39","47","44","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"162","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"43","55","USA 1055","Vice","Chris Lanza","44","29","45","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"162","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"44","29","USA 1355","Lucky","Byron Ehrhart","35","48","33","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"45","42","USA 1111","CNQ","Jay Hansen","38","37","26","66 dnf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"172","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"46","41","USA 1241","Flying Colors","Ken Womack","54","58","46","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"175","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"47","07","USA 1307","Peligrosa","Jeff Nehms","40","43","40","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"48","37","USA 1137","La Tormenta","Shannon Bush","46","63","47","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"49","45","USA 1145","USA 1145","PJ Keenan","59","45","37","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"177","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"50","23","USA 1328","USA 1328","Mark Toso / Terry Naylon","41","27","66 dns","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"179","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"51","39","USA 1239","Widespread Panic","Steve Horwitz","42","35","55","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"52","67","GBR 1267","Take 2","Richard Merriweather","66 dsq","57","35","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182","2007","http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,NA,NA,NA,"53","97","USA 1097","Caramba","Jose Fuentes","49","28","50","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
