"","regatta_id","day","school_coded","place","score"
"1",163,0,"Blackberry",1,39
"2",163,0,"Currant",2,61
"3",163,0,"Kiwi",3,69
"4",163,0,"Currant",4,99
"5",163,0,"Apple",5,113
"6",148,7,"Wheatgrass",1,30
"7",148,7,"Orange",2,57
"8",148,7,"Lemon",3,84
"9",148,7,"Grapefruit",4,93
"10",148,7,"Key Lime",5,102
"11",148,7,"Wheatgrass",6,104
"12",148,7,"Calamondian",7,145
"13",148,7,"Mandarin",8,150
"14",148,7,"Passionfruit",9,164
"15",148,7,"Citron",10,177
"16",148,7,"Snickers",11,264
"17",150,7,"Honey Smacks",1,71
"18",150,7,"Corn Flakes",2,74
"19",150,7,"Cap’n Crunch",3,91
"20",150,7,"Cookie Crisp",4,113
"21",150,7,"Fruity Pebbles",5,119
"22",150,7,"Golden Grahams",6,130
"23",150,7,"Chex",7,150
"24",150,7,"Kix",8,156
"25",150,7,"Life",9,157
"26",150,7,"Lucky Charms",10,189
"27",150,7,"Honey Bunches of Oats",11,212
"28",151,7,"Pea",1,65
"29",151,7,"Currant",2,109
"30",151,7,"KitKat",3,132
"31",151,7,"Huckleberry",4,175
"32",151,7,"Werthers",5,178
"33",151,7,"Kiwi",6,187
"34",151,7,"Good & Plenty",7,207
"35",151,7,"Hershey",8,230
"36",151,7,"Pomegranate",9,259
"37",151,7,"Twix",10,283
"38",151,7,"Currant",11,333
"39",151,7,"German Raspberries",12,338
"40",151,7,"Gummi Peaches",13,345
"41",151,7,"Milky Way",14,378
"42",151,7,"Twizzlers",15,416
"43",151,7,"Happy Cola Bottles",16,510
"44",152,7,"Arugula",1,18
"45",152,7,"Chicory",2,42
"46",152,7,"Cherry",3,47
"47",152,7,"Arugula",4,70
"48",152,7,"Beet",5,75
"49",152,7,"Elderberry",6,86
"50",152,7,"Peach",7,92
"51",152,7,"Swiss Chard",8,95
"52",152,7,"Blackberry",9,99
"53",152,7,"Blueberry",10,109
"54",152,7,"Pear",11,122
"55",152,7,"Swiss Chard",12,135
"56",152,7,"Guava",13,149
"57",152,7,"Gummi Twin Cherries",14,169
"58",152,7,"Apple",15,170
"59",152,7,"Skittles",16,173
"60",152,7,"Whachamacallit",17,187
"61",154,7,"Raspberry",1,57
"62",154,7,"Gooseberry",2,71
"63",154,7,"Gooseberry",3,78
"64",154,7,"Raspberry",4,87
"65",154,7,"Yuzu",5,121
"66",154,7,"Raspberry",6,123
"67",154,7,"Guava",7,132
"68",154,7,"Yuzu",8,138
"69",154,7,"Mulberry",9,164
"70",154,7,"Bit-O-Honey",10,192
"71",154,7,"Star Fruit",11,201
"72",154,7,"PayDay",12,255
"73",154,7,"Take Five",13,261
"74",154,7,"Hot Tamles",14,293
"75",154,7,"Twizzlers",15,297
"76",154,7,"Crunch Bar",16,302
"77",154,7,"Razzles",17,319
"78",154,7,"Juniper",18,329
"79",155,7,"Froot Loops",1,114
"80",155,7,"Golden Grahams",2,121
"81",155,7,"Froot Loops",3,122
"82",155,7,"Frosted Flakes",4,122
"83",155,7,"Fiber One",5,151
"84",155,7,"Corn Flakes",6,164
"85",155,7,"Fruity Pebbles",7,173
"86",155,7,"Grape Nuts",8,192
"87",155,7,"Apple Jacks",9,241
"88",155,7,"Corn Flakes",10,254
"89",155,7,"Grape Nuts",11,257
"90",155,7,"Puffins",12,262
"91",155,7,"Raisin Bran",13,263
"92",155,7,"Resse’s Puffs",14,302
"93",155,7,"Rice Krispies",15,307
"94",156,7,"Pea",1,49
"95",156,7,"Chicory",2,56
"96",156,7,"Beet",3,67
"97",156,7,"Chicory",4,69
"98",156,7,"Elderberry",5,70
"99",156,7,"Elderberry",6,74
"100",156,7,"Cherry",7,83
"101",156,7,"Arugula",8,99
"102",156,7,"Beet",9,110
"103",156,7,"Pea",10,117
"104",156,7,"Peach",11,121
"105",156,7,"Arugula",12,123
"106",156,7,"Arugula",13,125
"107",156,7,"Cherry",14,138
"108",156,7,"Chicory",15,175
"109",156,7,"Blueberry",16,176
"110",156,7,"Blueberry",17,188
"111",156,7,"Peach",18,217
"112",158,7,"Turnip",1,41
"113",158,7,"Lingonberry",2,56
"114",158,7,"Watercress",3,75
"115",158,7,"Brussels Sprouts",4,88
"116",158,7,"Muscadine",5,99
"117",158,7,"Tamarid",6,102
"118",158,7,"Celery",7,111
"119",158,7,"Strawberry",8,165
"120",158,7,"Melon",9,182
"121",158,7,"Quince",10,186
"122",159,7,"Apple Jacks",1,152
"123",159,7,"Cap’n Crunch",2,159
"124",159,7,"Cheerios",3,176
"125",159,7,"Chex",4,212
"126",159,7,"Coco Pebbles",5,226
"127",159,7,"Cocoa Puffs",6,228
"128",159,7,"Cookie Crisp",7,247
"129",159,7,"Corn Flakes",8,249
"130",159,7,"Fiber One",9,262
"131",159,7,"Froot Loops",10,262
"132",159,7,"Apple Jacks",11,292
"133",159,7,"Frosted Flakes",12,328
"134",159,7,"Fruity Pebbles",13,333
"135",159,7,"Golden Grahams",14,345
"136",159,7,"Grape Nuts",15,396
"137",159,7,"Honey Bunches of Oats",16,479
"138",160,7,"Cheerios",1,85
"139",160,7,"Coco Pebbles",2,130
"140",160,7,"Fiber One",3,131
"141",160,7,"Cap’n Crunch",4,142
"142",160,7,"Cocoa Puffs",5,158
"143",160,7,"Corn Flakes",6,166
"144",160,7,"Chex",7,173
"145",160,7,"Frosted Flakes",8,197
"146",160,7,"Honey Bunches of Oats",9,210
"147",160,7,"Golden Grahams",10,234
"148",160,7,"Froot Loops",11,235
"149",160,7,"Apple Jacks",12,241
"150",160,7,"Fruity Pebbles",13,262
"151",162,8,"Cocoa Puffs",1,114
"152",162,8,"Corn Flakes",2,118
"153",162,8,"Cheerios",3,133
"154",162,8,"Fiber One",4,142
"155",162,8,"Cheerios",5,149
"156",162,8,"Corn Flakes",6,152
"157",162,8,"Fruity Pebbles",7,180
"158",162,8,"Andes Mints",8,268
"159",162,8,"Museli",9,283
"160",135,14,"Grapefruit",1,30
"161",135,14,"Fig",2,60
"162",135,14,"Kumquat",3,90
"163",135,14,"Coconut",4,130
"164",135,14,"Tangerine",5,140
"165",135,14,"Fig",6,145
"166",135,14,"Jackfruit",7,148
"167",135,14,"Pomelo",8,153
"168",135,14,"Nerds",9,166
"169",136,14,"Dill",1,100
"170",136,14,"Dill",2,124
"171",136,14,"Dill",3,133
"172",136,14,"Yarrow",4,142
"173",136,14,"M&Ms",5,241
"174",136,14,"M&Ms",6,285
"175",137,14,"Star Fruit",1,39
"176",137,14,"Take Five",2,40
"177",137,14,"Razzles",3,60
"178",137,14,"Juniper",4,69
"179",137,14,"Pomegranate",7,101
"180",139,14,"Currant",1,47
"181",139,14,"Yuzu",2,58
"182",139,14,"Yuzu",3,71
"183",139,14,"Huckleberry",4,96
"184",139,14,"Pea",5,111
"185",139,14,"Good & Plenty",6,121
"186",139,14,"Kiwi",7,121
"187",139,14,"KitKat",8,124
"188",139,14,"Pear",9,134
"189",139,14,"Hershey",10,152
"190",139,14,"Pomegranate",11,163
"191",139,14,"Werthers",12,188
"192",139,14,"German Raspberries",13,208
"193",139,14,"Gummy Bears",14,218
"194",139,14,"Gummi Peaches",15,233
"195",139,14,"Milky Way",16,238
"196",139,14,"Twizzlers",17,245
"197",139,14,"Happy Cola Bottles",18,344
"198",140,14,"Chex",1,132
"199",140,14,"Corn Flakes",2,150
"200",140,14,"Froot Loops",3,159
"201",140,14,"Froot Loops",4,169
"202",140,14,"Cap’n Crunch",5,177
"203",140,14,"Frosted Flakes",6,181
"204",140,14,"Corn Flakes",7,198
"205",140,14,"Chex",8,206
"206",140,14,"Cocoa Puffs",9,206
"207",140,14,"Honey Smacks",10,221
"208",140,14,"Coco Pebbles",11,229
"209",140,14,"Honey Smacks",12,258
"210",140,14,"Golden Grahams",13,261
"211",140,14,"Grape Nuts",14,262
"212",140,14,"Honey Bunches of Oats",15,271
"213",140,14,"Life",16,286
"214",140,14,"Kix",17,387
"215",141,14,"Raspberry",1,30
"216",141,14,"Raspberry",2,43
"217",141,14,"Gooseberry",3,44
"218",141,14,"Gooseberry",4,45
"219",141,14,"Gooseberry",5,49
"220",141,14,"Raspberry",6,50
"221",141,14,"Gooseberry",7,64
"222",141,14,"Raspberry",8,70
"223",141,14,"Raspberry",9,73
"224",141,14,"Raspberry",10,87
"225",141,14,"Gooseberry",11,100
"226",141,14,"Gooseberry",12,100
"227",141,14,"Gooseberry",13,104
"228",141,14,"Gooseberry",14,106
"229",141,14,"Raspberry",15,108
"230",141,14,"Mulberry",16,109
"231",141,14,"Raspberry",17,111
"232",141,14,"Mulberry",18,115
"233",142,14,"Gooseberry",1,1
"234",142,14,"Yuzu",2,2
"235",142,14,"Yuzu",3,3
"236",142,14,"Gooseberry",4,4
"237",142,14,"Gooseberry",5,5
"238",142,14,"Yuzu",6,6
"239",142,14,"Pea",7,7
"240",142,14,"Swiss Chard",8,8
"241",142,14,"Yuzu",9,9
"242",142,14,"Pea",10,10
"243",142,14,"Pea",11,11
"244",142,14,"Guava",12,12
"245",142,14,"Swiss Chard",13,13
"246",142,14,"Swiss Chard",14,14
"247",142,14,"Swiss Chard",15,15
"248",142,14,"Swiss Chard",16,16
"249",142,14,"Guava",17,17
"250",142,14,"Guava",18,18
"251",143,14,"Chicory",1,38
"252",143,14,"Arugula",2,40
"253",143,14,"Arugula",3,42
"254",143,14,"Cherry",4,58
"255",143,14,"Arugula",5,64
"256",143,14,"Beet",6,65
"257",143,14,"Cherry",7,66
"258",143,14,"Cherry",8,68
"259",143,14,"Beet",9,71
"260",143,14,"Cherry",10,73
"261",143,14,"Arugula",11,74
"262",143,14,"Elderberry",12,83
"263",143,14,"Beet",13,85
"264",143,14,"Elderberry",14,102
"265",143,14,"Chicory",15,102
"266",143,14,"Chicory",16,105
"267",143,14,"Elderberry",17,116
"268",143,14,"Beet",18,117
"269",144,14,"Coco Pebbles",1,19
"270",144,14,"Froot Loops",2,46
"271",144,14,"Corn Flakes",3,55
"272",144,14,"Apple Jacks",4,58
"273",144,14,"Fruity Pebbles",5,65
"274",144,14,"Cheerios",6,65
"275",144,14,"Cocoa Puffs",7,69
"276",144,14,"Honey Smacks",8,71
"277",144,14,"Golden Grahams",9,85
"278",144,14,"Chex",10,87
"279",144,14,"Cookie Crisp",11,96
"280",144,14,"Honey Bunches of Oats",12,99
"281",144,14,"Cap’n Crunch",13,101
"282",144,14,"Frosted Flakes",14,102
"283",144,14,"Fiber One",15,105
"284",144,14,"Cheerios",16,114
"285",144,14,"Grape Nuts",17,140
"286",145,14,"Coco Pebbles",1,36
"287",145,14,"Cap’n Crunch",2,38
"288",145,14,"Fruity Pebbles",3,48
"289",145,14,"Cocoa Puffs",4,58
"290",145,14,"Froot Loops",5,60
"291",145,14,"Fiber One",6,63
"292",145,14,"Chex",7,73
"293",145,14,"Cheerios",8,85
"294",145,14,"Golden Grahams",9,87
"295",145,14,"Fiber One",10,96
"296",145,14,"Corn Flakes",11,102
"297",145,14,"Apple Jacks",12,103
"298",145,14,"Corn Flakes",13,106
"299",145,14,"Honey Bunches of Oats",14,118
"300",145,14,"Cookie Crisp",15,152
"301",145,14,"Resse’s Puffs",16,175
"302",146,15,"Fruity Pebbles",1,29
"303",146,15,"Corn Flakes",2,34
"304",146,15,"Fiber One",3,35
"305",146,15,"Grape Nuts",4,38
"306",146,15,"Special K",5,56
"307",146,15,"Raisin Bran",6,86
"308",146,15,"Total",7,107
"309",146,15,"Shredded Wheat",8,127
"310",147,15,"Arugula",1,39
"311",147,15,"Arugula",2,43
"312",147,15,"Arugula",3,53
"313",147,15,"Elderberry",4,57
"314",147,15,"Cherry",5,57
"315",147,15,"Beet",6,58
"316",147,15,"Cherry",7,60
"317",147,15,"Cherry",8,60
"318",147,15,"Arugula",9,69
"319",147,15,"Beet",10,81
"320",147,15,"Cherry",11,84
"321",147,15,"Chicory",12,88
"322",147,15,"Beet",13,89
"323",147,15,"Chicory",14,93
"324",147,15,"Chicory",15,105
"325",147,15,"Elderberry",16,108
"326",147,15,"Beet",17,108
"327",147,15,"Elderberry",18,117
"328",111,21,"Orange",1,43
"329",111,21,"Grapefruit",2,64
"330",111,21,"Brocolli",3,70
"331",111,21,"Carmello",4,86
"332",111,21,"Key Lime",5,86
"333",111,21,"Clementine",6,106
"334",111,21,"Kumquat",7,108
"335",111,21,"Fig",8,113
"336",111,21,"Pomelo",9,142
"337",111,21,"Juniper",10,142
"338",111,21,"Nerds",11,161
"339",112,21,"Radicchio",1,254
"340",112,21,"Watercress",2,358
"341",112,21,"Lingonberry",3,416
"342",112,21,"Yarrow",4,488
"343",112,21,"Tamarid",5,781
"344",112,21,"Quince",6,781
"345",115,21,"Fruity Pebbles",1,120
"346",115,21,"Honey Smacks",2,128
"347",115,21,"Froot Loops",3,137
"348",115,21,"Corn Flakes",4,147
"349",115,21,"Frosted Flakes",5,155
"350",115,21,"Cocoa Puffs",6,158
"351",115,21,"Froot Loops",7,206
"352",115,21,"Honey Smacks",8,208
"353",115,21,"Chex",9,208
"354",115,21,"Honey Bunches of Oats",10,212
"355",115,21,"Grape Nuts",11,223
"356",115,21,"Golden Grahams",12,226
"357",115,21,"Corn Flakes",13,258
"358",115,21,"Puffins",14,268
"359",115,21,"Life",15,296
"360",115,21,"Rice Krispies",16,365
"361",115,21,"Shredded Wheat",17,402
"362",116,21,"Turnip",1,19
"363",116,21,"Muscadine",2,38
"364",116,21,"Tamarid",3,42
"365",116,21,"Persimmion",4,42
"366",116,21,"Strawberry",5,45
"367",116,21,"100 Grand",6,64
"368",116,21,"Mayhaw",7,65
"369",116,21,"Quince",8,66
"370",116,21,"Now and Later",9,86
"371",116,21,"Crabapple",10,96
"372",116,21,"Crabapple",11,105
"373",117,21,"Celery",1,41
"374",117,21,"Watercress",2,42
"375",117,21,"Brussels Sprouts",3,61
"376",117,21,"Watermelon",4,64
"377",117,21,"Lingonberry",5,73
"378",117,21,"Honeydew",6,78
"379",117,21,"Melon",7,92
"380",117,21,"Jolly Rancher",8,165
"381",118,21,"Chicory",1,142
"382",118,21,"Raspberry",2,166
"383",118,21,"Beet",3,226
"384",118,21,"Cherry",4,236
"385",118,21,"Gooseberry",5,236
"386",118,21,"Elderberry",6,251
"387",118,21,"Arugula",7,260
"388",118,21,"Pea",8,324
"389",118,21,"Yuzu",9,382
"390",119,21,"Raspberry",1,35
"391",119,21,"Raspberry",2,45
"392",119,21,"Raspberry",3,76
"393",119,21,"Gooseberry",4,76
"394",119,21,"Raspberry",5,82
"395",119,21,"Gooseberry",6,83
"396",119,21,"Raspberry",7,93
"397",119,21,"Raspberry",8,102
"398",119,21,"Gooseberry",9,108
"399",119,21,"Gooseberry",10,108
"400",119,21,"Raspberry",11,113
"401",119,21,"Gooseberry",12,116
"402",119,21,"Raspberry",13,146
"403",120,21,"Resses",1,48
"404",120,21,"M&Ms",2,55
"405",120,21,"Almond Joy",3,60
"406",120,21,"Sour Patch Kids",4,69
"407",120,21,"M&Ms",5,82
"408",120,21,"Almond Joy",6,86
"409",120,21,"Resses",7,105
"410",121,21,"Peach",1,112
"411",121,21,"Huckleberry",2,129
"412",121,21,"Beet",3,141
"413",121,21,"Kiwi",4,157
"414",121,21,"Good & Plenty",5,179
"415",121,21,"Pear",6,207
"416",121,21,"Bit-O-Honey",7,236
"417",121,21,"KitKat",8,245
"418",121,21,"Hershey",9,254
"419",121,21,"Twix",10,255
"420",121,21,"Werthers",11,293
"421",121,21,"Star Fruit",12,346
"422",121,21,"Blueberry",13,347
"423",121,21,"German Raspberries",14,409
"424",121,21,"Take Five",15,420
"425",121,21,"Razzles",16,456
"426",122,21,"Arugula",1,130
"427",122,21,"Yuzu",2,231
"428",122,21,"Chicory",3,241
"429",122,21,"Elderberry",4,259
"430",122,21,"Cherry",5,272
"431",122,21,"Beet",6,274
"432",122,21,"Gooseberry",7,290
"433",122,21,"Pea",8,343
"434",122,21,"Raspberry",9,354
"435",123,21,"Corn Flakes",1,113
"436",123,21,"Cap’n Crunch",2,181
"437",123,21,"Corn Flakes",3,181
"438",123,21,"Cocoa Puffs",4,227
"439",123,21,"Froot Loops",5,240
"440",123,21,"Chex",6,245
"441",123,21,"Honey Smacks",7,268
"442",123,21,"Cookie Crisp",8,279
"443",123,21,"Cheerios",9,306
"444",123,21,"Fiber One",10,307
"445",123,21,"Apple Jacks",11,425
"446",124,21,"Cocoa Puffs",1,137
"447",124,21,"Chex",2,161
"448",124,21,"Froot Loops",3,165
"449",124,21,"Fiber One",4,170
"450",124,21,"Apple Jacks",5,173
"451",124,21,"Frosted Flakes",6,173
"452",124,21,"Cheerios",7,173
"453",124,21,"Honey Smacks",8,178
"454",124,21,"Apple Jacks",9,199
"455",124,21,"Coco Pebbles",10,203
"456",124,21,"Cap’n Crunch",11,210
"457",124,21,"Cookie Crisp",12,218
"458",124,21,"Fruity Pebbles",13,232
"459",124,21,"Corn Flakes",14,238
"460",124,21,"Golden Grahams",15,244
"461",124,21,"Fiber One",16,254
"462",124,21,"Life",17,285
"463",124,21,"Grape Nuts",18,301
"464",125,21,"Frosted Flakes",1,59
"465",125,21,"Golden Grahams",2,65
"466",125,21,"Fruity Pebbles",3,67
"467",125,21,"Fiber One",4,70
"468",125,21,"Fruity Pebbles",5,77
"469",125,21,"Corn Flakes",6,92
"470",125,21,"Grape Nuts",7,103
"471",125,21,"Fruity Pebbles",8,106
"472",125,21,"Lucky Charms",9,118
"473",125,21,"Apple Jacks",10,129
"474",125,21,"Resse’s Puffs",11,142
"475",125,21,"Special K",12,158
"476",125,21,"Kix",13,177
"477",125,21,"Total",14,184
"478",125,21,"Shredded Wheat",15,204
"479",125,21,"Life",16,206
"480",125,21,"Weetabix",17,241
"481",125,21,"Wheaties",18,300
"482",126,21,"Coco Pebbles",1,74
"483",126,21,"Fiber One",2,127
"484",126,21,"Cheerios",3,130
"485",126,21,"Honey Smacks",4,147
"486",126,21,"Cocoa Puffs",5,165
"487",126,21,"Cap’n Crunch",6,169
"488",126,21,"Corn Flakes",7,175
"489",126,21,"Frosted Flakes",8,182
"490",126,21,"Apple Jacks",9,187
"491",126,21,"Fruity Pebbles",10,193
"492",126,21,"Froot Loops",11,201
"493",126,21,"Corn Flakes",12,224
"494",126,21,"Honey Bunches of Oats",13,229
"495",126,21,"Golden Grahams",14,252
"496",126,21,"Chex",15,258
"497",126,21,"Cookie Crisp",16,278
"498",127,22,"Fruity Pebbles",1,32
"499",127,22,"Corn Flakes",2,46
"500",127,22,"Cheerios",3,63
"501",127,22,"Cap’n Crunch",4,65
"502",127,22,"Cocoa Puffs",5,88
"503",127,22,"Puffed Wheat",6,137
"504",127,22,"Raisin Bran",7,148
"505",127,22,"Blow Pops",8,155
"506",91,28,"Gooseberry",1,56
"507",91,28,"Cheerios",2,82
"508",91,28,"Apple Jacks",3,83
"509",91,28,"Pea",4,107
"510",91,28,"Lingonberry",5,120
"511",91,28,"Honey Smacks",6,131
"512",91,28,"Chicory",7,140
"513",91,28,"Radicchio",8,156
"514",91,28,"Corn Flakes",9,173
"515",91,28,"Beet",10,190
"516",91,28,"Chex",11,190
"517",91,28,"Golden Grahams",12,191
"518",91,28,"Yuzu",13,191
"519",91,28,"Yarrow",14,199
"520",91,28,"Peach",15,222
"521",91,28,"Brussels Sprouts",16,259
"522",91,28,"Wheatgrass",17,266
"523",92,28,"Raspberry",1,88
"524",92,28,"Fiber One",2,97
"525",92,28,"Coco Pebbles",3,108
"526",92,28,"Fruity Pebbles",4,135
"527",92,28,"Turnip",5,142
"528",92,28,"Cherry",6,151
"529",92,28,"Cap’n Crunch",7,168
"530",92,28,"Frosted Flakes",8,179
"531",92,28,"Cocoa Puffs",9,180
"532",92,28,"Arugula",10,197
"533",92,28,"Honey Bunches of Oats",11,199
"534",92,28,"Elderberry",12,200
"535",92,28,"Watercress",13,206
"536",92,28,"Orange",14,210
"537",92,28,"Bok Choy",15,221
"538",92,28,"Froot Loops",16,246
"539",92,28,"Swiss Chard",17,333
"540",93,28,"Cap’n Crunch",1,62
"541",93,28,"Fruity Pebbles",2,76
"542",93,28,"Apple Jacks",3,94
"543",93,28,"Corn Flakes",4,103
"544",93,28,"Cocoa Puffs",5,109
"545",93,28,"Fiber One",6,111
"546",93,28,"Raspberry",7,138
"547",93,28,"Guava",8,146
"548",93,28,"Blackberry",9,151
"549",93,28,"Froot Loops",10,154
"550",93,28,"Cheerios",11,187
"551",93,28,"Orange",12,200
"552",93,28,"Life",13,215
"553",93,28,"Honey Bunches of Oats",14,218
"554",93,28,"Frosted Flakes",15,230
"555",93,28,"Swiss Chard",16,260
"556",93,28,"Mango",17,304
"557",93,28,"Nerds",18,341
"558",94,28,"Radicchio",1,63
"559",94,28,"Apple Jacks",2,68
"560",94,28,"Cookie Crisp",3,78
"561",94,28,"Honey Smacks",4,83
"562",94,28,"Frosted Flakes",5,85
"563",94,28,"Cheerios",6,87
"564",94,28,"Chex",7,88
"565",94,28,"Cocoa Puffs",8,88
"566",94,28,"Coco Pebbles",9,88
"567",94,28,"Corn Flakes",10,94
"568",94,28,"Turnip",11,94
"569",94,28,"Cap’n Crunch",12,108
"570",94,28,"Gooseberry",13,109
"571",94,28,"Bok Choy",14,113
"572",94,28,"Froot Loops",15,117
"573",94,28,"Yuzu",16,133
"574",94,28,"Beet",17,135
"575",94,28,"Chicory",18,147
"576",94,28,"Fruity Pebbles",19,148
"577",94,28,"Brocolli",20,177
"578",95,28,"Lingonberry",1,14
"579",95,28,"Persimmion",2,20
"580",95,28,"Mayhaw",3,34
"581",95,28,"Quince",4,37
"582",95,28,"Quince",5,42
"583",95,28,"Portebello",6,42
"584",95,28,"Pear",7,48
"585",95,28,"Strawberry",8,51
"586",96,28,"Mulberry",1,38
"587",96,28,"Tootsie Rolls",2,73
"588",96,28,"Tootsie Rolls",3,94
"589",96,28,"Charleston Chew",4,108
"590",96,28,"Resse’s Puffs",5,112
"591",96,28,"Jelly Beans",6,119
"592",96,28,"Mulberry",7,120
"593",96,28,"Starburst",8,122
"594",96,28,"Jelly Beans",9,128
"595",96,28,"Tootsie Rolls",10,150
"596",96,28,"Charleston Chew",11,171
"597",96,28,"Currant",12,183
"598",96,28,"Crunch Bar",13,188
"599",96,28,"Tootsie Rolls",14,197
"600",96,28,"Candy Corn",15,210
"601",96,28,"Take Five",16,225
"602",96,28,"Tootsie Rolls",17,237
"603",97,28,"Mulberry",1,39
"604",97,28,"Star Fruit",2,66
"605",97,28,"Take Five",3,118
"606",97,28,"Star Fruit",4,126
"607",97,28,"Hot Tamles",5,166
"608",97,28,"Juniper",6,171
"609",97,28,"Razzles",7,189
"610",97,28,"PayDay",8,216
"611",98,28,"Turnip",1,15
"612",98,28,"Persimmion",2,20
"613",98,28,"Quince",3,22
"614",98,28,"Muscadine",4,40
"615",98,28,"Tamarid",5,48
"616",98,28,"Now and Later",6,58
"617",98,28,"100 Grand",7,58
"618",98,28,"Mayhaw",8,60
"619",98,28,"Portebello",9,65
"620",98,28,"Crabapple",10,71
"621",98,28,"Strawberry",11,71
"622",99,28,"Golden Grahams",1,31
"623",99,28,"Grape Nuts",2,33
"624",99,28,"Corn Flakes",3,34
"625",99,28,"Honey Bunches of Oats",4,61
"626",99,28,"Kix",5,71
"627",99,28,"Corn Flakes",6,72
"628",99,28,"Life",7,72
"629",99,28,"Resse’s Puffs",8,74
"630",99,28,"Museli",9,95
"631",99,28,"Weetabix",10,115
"632",99,28,"Shredded Wheat",11,156
"633",99,28,"Raisin Bran",12,196
"634",100,28,"Wheatgrass",1,31
"635",100,28,"Wheatgrass",2,58
"636",100,28,"Wheatgrass",3,80
"637",100,28,"Lemon",4,81
"638",100,28,"Key Lime",5,100
"639",100,28,"Orange",6,108
"640",100,28,"Calamondian",7,112
"641",100,28,"Citron",8,115
"642",100,28,"Lemon",9,127
"643",100,28,"Mandarin",10,133
"644",100,28,"Swedish Fish",11,154
"645",100,28,"Smarties",12,178
"646",100,28,"Key Lime",13,181
"647",101,28,"Twix",1,39
"648",101,28,"German Raspberries",2,49
"649",101,28,"Kiwi",3,49
"650",101,28,"Currant",4,62
"651",101,28,"Take Five",5,65
"652",101,28,"Bit-O-Honey",6,66
"653",101,28,"Hershey",7,96
"654",101,28,"Gummy Bears",8,118
"655",102,28,"Kumquat",1,16
"656",102,28,"Fig",2,38
"657",102,28,"Smarties",3,49
"658",102,28,"Clementine",4,78
"659",102,28,"Laffy Taffy",5,81
"660",103,28,"Watercress",1,37
"661",103,28,"Brussels Sprouts",2,66
"662",103,28,"Lingonberry",3,78
"663",103,28,"Celery",4,87
"664",103,28,"Watercress",5,94
"665",103,28,"Watercress",6,94
"666",103,28,"Brussels Sprouts",7,95
"667",103,28,"Honeydew",8,101
"668",103,28,"Watermelon",9,101
"669",103,28,"Melon",10,140
"670",103,28,"Airhead",11,168
"671",105,28,"Corn Flakes",1,96
"672",105,28,"Fruity Pebbles",2,112
"673",105,28,"Corn Flakes",3,117
"674",105,28,"Apple Jacks",4,123
"675",105,28,"Corn Flakes",5,128
"676",105,28,"Fiber One",6,135
"677",105,28,"Grape Nuts",7,180
"678",105,28,"Rice Krispies",8,235
"679",105,28,"Special K",9,242
"680",70,35,"Apple Jacks",1,87
"681",70,35,"Arugula",2,113
"682",70,35,"Froot Loops",3,138
"683",70,35,"Cocoa Puffs",4,145
"684",70,35,"Cherry",5,148
"685",70,35,"Watercress",6,157
"686",70,35,"Cap’n Crunch",7,157
"687",70,35,"Honey Smacks",8,164
"688",70,35,"Elderberry",9,171
"689",70,35,"Fruity Pebbles",10,179
"690",70,35,"Cookie Crisp",11,188
"691",70,35,"Guava",12,189
"692",70,35,"Pea",13,224
"693",70,35,"Brussels Sprouts",14,226
"694",70,35,"Golden Grahams",15,239
"695",70,35,"Life",16,265
"696",70,35,"Orange",17,299
"697",70,35,"Swiss Chard",18,332
"698",71,35,"Fiber One",1,182
"699",71,35,"Gooseberry",2,194
"700",71,35,"Cheerios",3,200
"701",71,35,"Chex",4,202
"702",71,35,"Radicchio",5,203
"703",71,35,"Corn Flakes",6,215
"704",71,35,"Turnip",7,251
"705",71,35,"Coco Pebbles",8,259
"706",71,35,"Frosted Flakes",9,271
"707",71,35,"Beet",10,278
"708",71,35,"Chicory",11,293
"709",71,35,"Raspberry",12,308
"710",71,35,"Yuzu",13,386
"711",71,35,"Honey Bunches of Oats",14,405
"712",71,35,"Lingonberry",15,417
"713",71,35,"Peach",16,437
"714",71,35,"Blackberry",17,447
"715",71,35,"Kiwi",18,527
"716",72,35,"Raspberry",1,115
"717",72,35,"Gooseberry",2,136
"718",72,35,"Pea",3,157
"719",72,35,"Wheatgrass",4,292
"720",72,35,"Orange",5,316
"721",72,35,"Mulberry",6,320
"722",72,35,"Corn Flakes",7,326
"723",72,35,"Brocolli",8,378
"724",73,35,"Apple Jacks",1,71
"725",73,35,"Turnip",2,79
"726",73,35,"Fiber One",3,85
"727",73,35,"Fruity Pebbles",4,91
"728",73,35,"Cocoa Puffs",5,101
"729",73,35,"Lingonberry",6,136
"730",73,35,"Cheerios",7,141
"731",73,35,"Corn Flakes",8,142
"732",73,35,"Frosted Flakes",9,149
"733",73,35,"Golden Grahams",10,165
"734",73,35,"Cap’n Crunch",11,166
"735",73,35,"Cookie Crisp",12,172
"736",73,35,"Brussels Sprouts",13,180
"737",74,35,"Arugula",1,270
"738",74,35,"Cherry",2,332
"739",74,35,"Chicory",3,340
"740",74,35,"Beet",4,417
"741",74,35,"Yarrow",5,459
"742",74,35,"Elderberry",6,562
"743",75,35,"Pomegranate",1,43
"744",75,35,"Werthers",2,46
"745",75,35,"Twix",3,53
"746",75,35,"Hershey",4,56
"747",75,35,"Milky Way",5,67
"748",75,35,"Gummi Peaches",6,121
"749",75,35,"Gummy Bears",7,142
