"","competitorID","regattaID","day","rating"
"1","55","1",1,1497
"2","204","3",3,1494
"3","70","3",3,1494
"4","116","3",3,1494
"5","333","3",3,1494
"6","22","3",3,1494
"7","267","4",4,1488.51175754063
"8","92","4",4,1491
"9","283","4",4,1491
"10","87","4",4,1491
"11","289","4",4,1493.64831083699
"12","161","4",4,1493.64831083699
"13","10","4",4,1491
"14","56","4",4,1493.81867593029
"15","75","4",4,1523.37019261721
"16","290","6",6,1497
"17","69","6",6,1493.84061898187
"18","307","7",7,1534.95549221253
"19","197","7",7,1488.20556786825
"20","359","7",7,1496.1573454891
"21","169","7",7,1487.91355650972
"22","21","7",7,1498.9777757588
"23","138","7",7,1495.81640859554
"24","40","7",7,1495.81640859554
"25","269","7",7,1496.1573454891
"26","112","7",7,1493.50709631679
"27","222","8",8,1496.4561359145
"28","320","9",9,1487.65552590596
"29","105","10",10,1493.55203535253
"30","19","10",10,1491.68428260669
"31","150","10",10,1493.55203535253
"32","353","10",10,1494.32840763895
"33","59","10",10,1500.28596373316
"34","30","10",10,1496.9507161675
"35","358","11",11,1481.88724911887
"36","202","11",11,1496.65722319132
"37","28","11",11,1486.39053889297
"38","38","11",11,1491.32840763895
"39","380","11",11,1491.32840763895
"40","346","11",11,1486.00730981703
"41","187","11",11,1494.27317457077
"42","125","11",11,1494.27317457077
"43","114","11",11,1496.92590730014
"44","282","11",11,1486.79333294181
"45","245","11",11,1494.27317457077
"46","20","11",11,1493.79221935332
"47","107","11",11,1496.92590730014
"48","249","13",13,1496.00445455013
"49","273","13",13,1494.18475672422
"50","90","13",13,1496.00445455013
"51","209","13",13,1496.00445455013
"52","73","14",14,1501.49639685924
"53","221","14",14,1501.49639685924
"54","41","14",14,1496.01530079696
"55","302","15",15,1499.67133786995
"56","379","15",15,1499.67133786995
"57","356","15",15,1501.29332960153
"58","68","15",15,1503.12802461655
"59","230","15",15,1499.67133786995
"60","241","15",15,1503.43860503968
"61","60","15",15,1497.9401550467
"62","340","15",15,1495.5523751189
"63","146","15",15,1503.43860503968
"64","134","17",17,1479.76581895131
"65","372","17",17,1488.70184641485
"66","235","17",17,1494.13551411509
"67","278","17",17,1496.0710686287
"68","218","18",18,1485.12735977628
"69","126","18",18,1489.60493746364
